-0.0314159, 1.18824, 
0.0314159, 1.14609, 
0.0942478, 1.12324, 
0.15708, 1.12177, 
0.219912, 1.13999, 
0.282744, 1.17362, 
0.345575, 1.21772, 
0.408407, 1.26806, 
0.471239, 1.32172, 
0.534071, 1.37699, 
0.596903, 1.43294, 
0.659735, 1.48916, 
0.722567, 1.54549, 
0.785399, 1.60185, 
0.848231, 1.65821, 
0.911063, 1.71458, 
0.973894, 1.77096, 
1.03673, 1.82733, 
1.09956, 1.8837, 
1.16239, 1.94007, 
1.22522, 1.99644, 
1.28805, 2.05282, 
1.35089, 2.10919, 
1.41372, 2.16556, 
1.47655, 2.22193, 
1.53938, 2.27831, 
1.60221, 2.33468, 
1.66505, 2.39105, 
1.72788, 2.44742, 
1.79071, 2.50379, 
1.85354, 2.56017, 
1.91637, 2.61654, 
1.9792, 2.67291, 
2.04204, 2.72928, 
2.10487, 2.78565, 
2.1677, 2.84203, 
2.23053, 2.8984, 
2.29336, 2.95477, 
2.3562, 3.01114, 
2.41903, 3.06751, 
2.48186, 3.12389, 
2.54469, 3.18026, 
2.60752, 3.23663, 
2.67036, 3.293, 
2.73319, 3.34937, 
2.79602, 3.40575, 
2.85885, 3.46212, 
2.92168, 3.51849, 
2.98452, 3.57486, 
3.04735, 3.63124, 
3.11018, 3.68759, 
3.17301, 3.74398, 
3.23584, 3.80053, 
3.29867, 3.85706, 
3.36151, 3.91215, 
3.42434, 3.96222, 
3.48717, 4.00165, 
3.55, 4.02436, 
3.61283, 4.02611, 
3.67567, 4.00619, 
3.7385, 3.96745, 
3.80133, 3.91472, 
3.86416, 3.85303, 
3.92699, 3.78632, 
3.98983, 3.71713, 
4.05266, 3.64685, 
4.11549, 3.57614, 
4.17832, 3.50528, 
4.24115, 3.43436, 
4.30399, 3.36343, 
4.36682, 3.2925, 
4.42965, 3.22156, 
4.49248, 3.15063, 
4.55531, 3.07969, 
4.61814, 3.00876, 
4.68098, 2.93782, 
4.74381, 2.86689, 
4.80664, 2.79595, 
4.86947, 2.72502, 
4.9323, 2.65408, 
4.99514, 2.58314, 
5.05797, 2.51221, 
5.1208, 2.44127, 
5.18363, 2.37034, 
5.24646, 2.2994, 
5.3093, 2.22847, 
5.37213, 2.15753, 
5.43496, 2.0866, 
5.49779, 2.01566, 
5.56062, 1.94473, 
5.62346, 1.87379, 
5.68629, 1.80286, 
5.74912, 1.73192, 
5.81195, 1.66099, 
5.87478, 1.59006, 
5.93761, 1.51915, 
6.00045, 1.44838, 
6.06328, 1.37809, 
6.12611, 1.30933, 
6.18894, 1.24458, 
6.25177, 1.18824, 
6.31461, 1.14609, 
