-0.0314159, 1.62178, 
0.0314159, 1.61472, 
0.0942478, 1.61179, 
0.15708, 1.61297, 
0.219912, 1.61823, 
0.282744, 1.6275, 
0.345575, 1.64068, 
0.408407, 1.65766, 
0.471239, 1.6783, 
0.534071, 1.70246, 
0.596903, 1.72995, 
0.659735, 1.7606, 
0.722567, 1.79422, 
0.785399, 1.8306, 
0.848231, 1.86954, 
0.911063, 1.91084, 
0.973894, 1.9543, 
1.03673, 1.9997, 
1.09956, 2.04685, 
1.16239, 2.09557, 
1.22522, 2.14566, 
1.28805, 2.19695, 
1.35089, 2.24926, 
1.41372, 2.30244, 
1.47655, 2.35632, 
1.53938, 2.41075, 
1.60221, 2.46559, 
1.66505, 2.52069, 
1.72788, 2.57592, 
1.79071, 2.63113, 
1.85354, 2.6862, 
1.91637, 2.74097, 
1.9792, 2.7953, 
2.04204, 2.84906, 
2.10487, 2.90208, 
2.1677, 2.9542, 
2.23053, 3.00527, 
2.29336, 3.05511, 
2.3562, 3.10353, 
2.41903, 3.15036, 
2.48186, 3.1954, 
2.54469, 3.23845, 
2.60752, 3.27931, 
2.67036, 3.31777, 
2.73319, 3.35363, 
2.79602, 3.38669, 
2.85885, 3.41675, 
2.92168, 3.44362, 
2.98452, 3.46711, 
3.04735, 3.48706, 
3.11018, 3.50333, 
3.17301, 3.51577, 
3.23584, 3.52428, 
3.29867, 3.52877, 
3.36151, 3.52918, 
3.42434, 3.52547, 
3.48717, 3.51764, 
3.55, 3.5057, 
3.61283, 3.48971, 
3.67567, 3.46974, 
3.7385, 3.44589, 
3.80133, 3.4183, 
3.86416, 3.3871, 
3.92699, 3.35247, 
3.98983, 3.31459, 
4.05266, 3.27366, 
4.11549, 3.22989, 
4.17832, 3.18351, 
4.24115, 3.13473, 
4.30399, 3.08379, 
4.36682, 3.03091, 
4.42965, 2.97633, 
4.49248, 2.92026, 
4.55531, 2.86294, 
4.61814, 2.80459, 
4.68098, 2.74541, 
4.74381, 2.68562, 
4.80664, 2.62544, 
4.86947, 2.56507, 
4.9323, 2.50472, 
4.99514, 2.44459, 
5.05797, 2.38489, 
5.1208, 2.32584, 
5.18363, 2.26765, 
5.24646, 2.21054, 
5.3093, 2.15472, 
5.37213, 2.10042, 
5.43496, 2.04787, 
5.49779, 1.9973, 
5.56062, 1.94893, 
5.62346, 1.903, 
5.68629, 1.85974, 
5.74912, 1.81935, 
5.81195, 1.78204, 
5.87478, 1.74803, 
5.93761, 1.71748, 
6.00045, 1.69056, 
6.06328, 1.66743, 
6.12611, 1.64819, 
6.18894, 1.63295, 
6.25177, 1.62178, 
6.31461, 1.61472, 
