-0.0314159, 1.60388, 
0.0314159, 1.55448, 
0.0942478, 1.50446, 
0.15708, 1.45483, 
0.219912, 1.40657, 
0.282744, 1.36066, 
0.345575, 1.31798, 
0.408407, 1.27932, 
0.471239, 1.2454, 
0.534071, 1.21677, 
0.596903, 1.19388, 
0.659735, 1.17703, 
0.722567, 1.1664, 
0.785399, 1.16202, 
0.848231, 1.16383, 
0.911063, 1.17164, 
0.973894, 1.18519, 
1.03673, 1.20413, 
1.09956, 1.22805, 
1.16239, 1.25649, 
1.22522, 1.28897, 
1.28805, 1.32495, 
1.35089, 1.36392, 
1.41372, 1.40533, 
1.47655, 1.44864, 
1.53938, 1.4933, 
1.60221, 1.53876, 
1.66505, 1.58448, 
1.72788, 1.6299, 
1.79071, 1.67448, 
1.85354, 1.71765, 
1.91637, 1.75887, 
1.9792, 1.79757, 
2.04204, 1.83318, 
2.10487, 1.86515, 
2.1677, 1.89294, 
2.23053, 1.91602, 
2.29336, 1.93389, 
2.3562, 1.94612, 
2.41903, 1.95231, 
2.48186, 1.95216, 
2.54469, 1.94544, 
2.60752, 1.93205, 
2.67036, 1.91201, 
2.73319, 1.88546, 
2.79602, 1.85269, 
2.85885, 1.81413, 
2.92168, 1.77036, 
2.98452, 1.72209, 
3.04735, 1.67016, 
3.11018, 1.61548, 
3.17301, 1.55908, 
3.23584, 1.50201, 
3.29867, 1.44535, 
3.36151, 1.39017, 
3.42434, 1.33749, 
3.48717, 1.28826, 
3.55, 1.24334, 
3.61283, 1.20348, 
3.67567, 1.16927, 
3.7385, 1.14119, 
3.80133, 1.11956, 
3.86416, 1.10456, 
3.92699, 1.09624, 
3.98983, 1.09451, 
4.05266, 1.09919, 
4.11549, 1.10999, 
4.17832, 1.12653, 
4.24115, 1.14839, 
4.30399, 1.17508, 
4.36682, 1.20608, 
4.42965, 1.24086, 
4.49248, 1.27885, 
4.55531, 1.3195, 
4.61814, 1.36225, 
4.68098, 1.40653, 
4.74381, 1.45179, 
4.80664, 1.49748, 
4.86947, 1.54305, 
4.9323, 1.58795, 
4.99514, 1.63162, 
5.05797, 1.67354, 
5.1208, 1.71314, 
5.18363, 1.74989, 
5.24646, 1.78325, 
5.3093, 1.8127, 
5.37213, 1.83774, 
5.43496, 1.8579, 
5.49779, 1.87277, 
5.56062, 1.88198, 
5.62346, 1.88524, 
5.68629, 1.88234, 
5.74912, 1.87319, 
5.81195, 1.8578, 
5.87478, 1.83632, 
5.93761, 1.80901, 
6.00045, 1.77629, 
6.06328, 1.7387, 
6.12611, 1.6969, 
6.18894, 1.65167, 
6.25177, 1.60388, 
6.31461, 1.55448, 
